;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Cred. Aprob.;Código Carrera Nacional;Año Proceso;Sexo;Grupo Dependencia;Domicilio Región;Preferencia;Selección;Tipo Selección;Puntaje Ponderado;Puntaje Matemáticas;Puntaje Ranking;Puntaje NEM;Puntaje Lenguaje;Puntaje Ciencias
9;13068;2015;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;701,15;728;764;727;552;635
9;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;3;RATIFICADO;1ER. LLAMADO;647,65;691;629;629;574;681
9;13064;2015;MASCULINO;MUNICIPAL;REGION DE LOS LAGOS;1;RATIFICADO;1ER. LLAMADO;652,25;602;808;635;568;591
9;13071;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;645,55;622;692;661;626;618
9;13071;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION METROPOLITANA DE SANTIAGO;1;RATIFICADO;1ER. LLAMADO;666,65;658;741;670;636;552
9;13102;2015;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;719,65;673;775;742;729;697
9;13068;2015;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;635,05;679;641;614;591;564
9;13068;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;643,55;639;647;639;710;558
9;13068;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;654,3;622;723;702;607;595
9;13068;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;2;RATIFICADO;1ER. LLAMADO;699,45;702;687;657;759;696
9;13063;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;591,75;590;651;647;457;569
9;13071;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;642,5;639;644;637;710;558
9;13063;2016;FEMENINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;575,8;620;534;534;582;579
9;13063;2016;FEMENINO;PARTICULAR PAGADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;621,7;658;579;579;634;647
9;13064;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;598,65;563;684;627;567;515
9;13071;2016;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;637,65;649;610;610;706;606
9;13068;2016;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DE LOS LAGOS;1;RATIFICADO;1ER. LLAMADO;624,35;620;673;641;567;579
9;13064;2016;MASCULINO;PARTICULAR PAGADO;REGION METROPOLITANA DE SANTIAGO;3;RATIFICADO;1ER. LLAMADO;569,2;563;621;610;480;534
9;13068;2016;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;639,95;658;634;616;657;602
9;13064;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;5;RATIFICADO;2DO. LLAMADO;557,9;584;529;529;590;534
9;13068;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;651,05;628;756;678;551;579
9;13064;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION METROPOLITANA DE SANTIAGO;2;RATIFICADO;1ER. LLAMADO;579,4;633;534;525;582;583
9;13068;2016;MASCULINO;MUNICIPAL;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;642,9;593;729;688;574;638
9;13102;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;2DO. LLAMADO;644,5;620;692;678;606;619
9;13070;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LOS LAGOS;1;RATIFICADO;1ER. LLAMADO;693,8;691;797;682;590;619
9;13068;2016;FEMENINO;MUNICIPAL;REGION DEL MAULE;4;RATIFICADO;1ER. LLAMADO;637,7;658;651;651;582;597
9;13102;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;2;RATIFICADO;1ER. LLAMADO;675,5;641;707;667;721;662
9;13066;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;626,45;658;544;544;759;647
9;13063;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;574,85;649;486;486;606;624
9;13064;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;611;616;634;605;615;539
9;13068;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;624,7;637;639;637;597;569
9;13069;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;696,05;686;778;750;559;651
9;13062;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;5;RATIFICADO;1ER. LLAMADO;650,9;612;723;702;559;668
9;13102;2016;MASCULINO;DESCONOCIDO;REGION AISEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;1;RATIFICADO;1ER. LLAMADO;680,5;646;850;661;559;589
9;13071;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;725,25;681;850;764;624;662
9;13068;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;3;RATIFICADO;1ER. LLAMADO;648,95;681;651;637;590;638
9;13063;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;6;RATIFICADO;1ER. LLAMADO;511,7;572;420;420;586;556
9;13073;2017;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;647,85;673;604;599;711;648
9;13068;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;2DO. LLAMADO;622,2;620;605;599;650;666
9;13068;2017;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;628,7;688;517;517;760;671
9;13071;2017;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;652,4;653;668;637;668;611
9;13063;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;651,2;634;709;667;620;590
9;13102;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;625,35;556;776;743;494;512
9;13075;2017;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;675,25;625;802;760;534;619
9;13062;2017;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;677,85;620;754;692;711;619
9;13075;2017;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;671,8;669;754;692;579;585
9;13068;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;631,85;638;619;616;672;606
9;13063;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;585,25;673;548;548;480;585
9;13102;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;626,15;602;641;626;660;623
9;13073;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;622,4;616;633;626;615;624
9;13068;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;671,8;664;690;672;684;635
9;13066;2017;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;641,2;616;730;678;586;535
9;13102;2017;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;652,95;638;688;667;684;550
9;13068;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;633,25;629;657;651;620;582
9;13068;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;648,45;642;697;667;549;671
9;13064;2017;MASCULINO;MUNICIPAL;REGION DE LOS LAGOS;3;RATIFICADO;1ER. LLAMADO;587,25;611;610;564;556;529
9;13064;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LOS LAGOS;2;RATIFICADO;1ER. LLAMADO;622,15;638;674;667;502;550
9;13068;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;623,85;572;722;692;549;570
9;13070;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;664,45;583;755;719;672;630
9;13068;2017;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;693,7;678;760;729;603;666
10;13073;2013;MASCULINO;MUNICIPAL;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;636,85;704;499;499;657;645
10;13073;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;619,15;656;595;579;573;611
10;13073;2013;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;612,65;620;620;620;605;586
10;13073;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;635,4;624;693;682;641;579
10;13073;2013;MASCULINO;MUNICIPAL;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;617,05;624;634;620;635;564
10;13063;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;612,35;630;662;651;452;609
10;13073;2014;MASCULINO;MUNICIPAL;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;623,65;624;640;624;635;564
10;13073;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;632;648;678;647;549;563
10;13073;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;668,8;585;807;770;606;559
10;13073;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;658,1;614;723;686;639;637
10;13073;2014;MASCULINO;PARTICULAR PAGADO;REGION DE LOS LAGOS;1;RATIFICADO;1ER. LLAMADO;645,2;713;571;571;677;657
10;13073;2015;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;656;622;731;700;607;595
10;13063;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;588,25;622;623;610;450;558
10;13071;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;646,05;639;690;624;616;639
10;13073;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;657,7;605;739;704;646;587
10;13073;2015;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;668,15;679;620;608;710;778
10;13071;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;662,05;570;821;732;626;536
10;13102;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;685,7;614;806;770;646;569
10;13075;2016;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;668;668;688;667;669;618
10;13069;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;700;624;833;764;657;602
10;13073;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;642,95;612;723;637;615;602
10;13073;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;640,3;607;672;657;680;593
10;13073;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;644,85;624;657;651;721;564
10;13066;2017;FEMENINO;MUNICIPAL;REGION DE LOS RIOS;1;RATIFICADO;1ER. LLAMADO;698,85;625;782;729;773;593
11;13072;2014;FEMENINO;PARTICULAR PAGADO;REGION DEL BIOBIO;9;RATIFICADO;1ER. LLAMADO;675,4;627;748;694;661;657
11;13072;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;732,85;681;850;781;677;633
11;13071;2015;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;743,7;794;785;721;626;675
11;13064;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;610,5;536;772;735;471;490
11;13072;2015;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;714,8;653;819;777;657;664
11;13072;2015;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;695,2;728;708;684;646;639
11;13063;2015;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;621,6;812;476;476;574;609
11;13073;2016;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;668,25;573;850;775;567;539
11;13064;2016;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;4;RATIFICADO;2DO. LLAMADO;562,3;589;598;589;486;454
11;13063;2016;MASCULINO;MUNICIPAL;REGION DEL MAULE;2;RATIFICADO;1ER. LLAMADO;580,45;532;663;637;507;569
11;13102;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;652,5;677;666;631;634;593
11;13075;2016;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;653,4;616;767;692;597;527
11;13102;2016;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;663,9;607;803;702;590;569
11;13072;2017;FEMENINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;683,6;642;734;708;684;666
11;13068;2017;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;645,4;616;658;616;692;691
11;13072;2017;MASCULINO;PARTICULAR PAGADO;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;695,75;677;733;729;692;624
11;13068;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LOS LAGOS;4;RATIFICADO;1ER. LLAMADO;630,95;669;569;569;684;666
11;13072;2017;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;681,95;669;702;692;672;677
11;13069;2017;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;700,25;629;806;743;697;626
11;13072;2017;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;679,85;651;722;698;672;660
12;13074;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;657,6;658;723;723;623;582
12;13062;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;612,6;634;579;579;649;568
12;13063;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;6;RATIFICADO;1ER. LLAMADO;598,5;626;501;501;657;620
12;13063;2013;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;642,45;653;642;620;642;634
12;13063;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;5;RATIFICADO;1ER. LLAMADO;613,35;649;579;579;579;598
12;13074;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;662,9;656;800;764;558;596
12;13064;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;4;RATIFICADO;1ER. LLAMADO;596,35;617;538;538;635;593
12;13068;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;629,2;675;616;599;568;592
12;13070;2013;FEMENINO;DESCONOCIDO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;646,35;627;756;682;704;538
12;13064;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;612;620;645;641;622;527
12;13070;2013;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;633,7;619;799;744;557;534
12;13064;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;595,45;641;589;580;518;556
12;13064;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;584,25;627;519;519;622;527
12;13064;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;601,65;671;558;558;529;539
12;13064;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;564,25;593;538;538;600;486
12;13071;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL MAULE;4;RATIFICADO;1ER. LLAMADO;655,3;675;628;620;688;617
12;13064;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;610,55;644;599;599;568;572
12;13068;2013;MASCULINO;DESCONOCIDO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;614,85;644;579;579;568;634
12;13068;2013;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;627,1;668;685;621;531;568
12;13062;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;621,35;613;683;661;589;598
12;13070;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;647,75;663;620;620;647;649
12;13066;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;715,05;746;693;682;704;681
12;13071;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;662,25;672;705;662;662;605
12;13070;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;1;RATIFICADO;1ER. LLAMADO;696,75;745;609;599;697;708
12;13063;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;5;RATIFICADO;1ER. LLAMADO;607,5;668;435;435;670;651
12;13071;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;725,65;722;850;785;662;658
12;13063;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;583,5;634;558;558;531;527
12;13068;2013;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;628,75;656;694;661;552;548
12;13068;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;648,6;663;633;620;635;658
12;13071;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;638,45;672;623;599;662;564
12;13064;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;582,1;620;538;538;552;572
12;13071;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;676,35;691;711;661;670;631
12;13064;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;597,5;584;719;702;558;492
12;13068;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;655,3;644;781;682;594;640
12;13068;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;647,15;668;620;620;694;583
12;13068;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;615,55;640;607;579;628;572
12;13064;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;565,7;617;476;476;531;596
12;13063;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;599,6;603;641;641;563;557
12;13062;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;605,6;606;647;620;600;568
12;13070;2013;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;636,45;648;744;641;579;583
12;13068;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;630,55;603;850;744;516;568
12;13068;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION AISEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;2;RATIFICADO;1ER. LLAMADO;669,6;722;582;579;670;661
12;13064;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;9;RATIFICADO;1ER. LLAMADO;563,95;620;496;496;600;473
12;13068;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;615;659;579;579;568;590
12;13075;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;663,7;696;697;682;548;642
12;13068;2013;MASCULINO;PARTICULAR PAGADO;REGION DE LOS RIOS;3;RATIFICADO;1ER. LLAMADO;650,85;648;669;641;662;646
12;13064;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;1;RATIFICADO;1ER. LLAMADO;579,65;596;668;641;483;507
12;13070;2013;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;638,1;644;717;682;583;579
12;13071;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION AISEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;1;RATIFICADO;1ER. LLAMADO;626,85;672;582;579;594;602
12;13070;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;642,75;681;558;558;678;634
12;13068;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;620,5;656;628;599;579;572
12;13063;2013;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;631,25;651;599;599;655;602
12;13068;2013;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;662,1;672;687;682;641;617
12;13068;2013;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;645,4;659;760;703;552;564
12;13071;2013;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;617,9;620;734;682;568;520
12;13102;2014;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;694,2;659;774;744;639;626
12;13076;2014;MASCULINO;PARTICULAR PAGADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;715,8;741;735;706;606;759
12;13064;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;6;RATIFICADO;1ER. LLAMADO;583,15;640;558;558;531;563
12;13075;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;663,55;592;777;738;606;605
12;13102;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;721,3;681;817;770;646;663
12;13066;2014;FEMENINO;DESCONOCIDO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;642,45;581;769;659;628;538
12;13075;2014;MASCULINO;PARTICULAR PAGADO;REGION DE LOS LAGOS;1;RATIFICADO;1ER. LLAMADO;664,45;757;597;597;662;614
12;13063;2014;FEMENINO;MUNICIPAL;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;612,35;601;676;659;531;545
12;13070;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;2;RATIFICADO;1ER. LLAMADO;649,6;648;732;631;579;583
12;13068;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;4;RATIFICADO;1ER. LLAMADO;619,3;663;583;583;589;657
12;13076;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;1;RATIFICADO;1ER. LLAMADO;731,95;691;801;756;715;692
12;13064;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;597,95;614;592;567;606;591
12;13075;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;3;RATIFICADO;1ER. LLAMADO;677,8;651;750;698;639;619
12;13073;2014;MASCULINO;PARTICULAR SUBVENCIONADO;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;650,9;640;641;635;716;640
12;13102;2014;MASCULINO;PARTICULAR PAGADO;REGION DEL MAULE;1;RATIFICADO;1ER. LLAMADO;697,6;713;738;676;633;672
12;13102;2014;MASCULINO;MUNICIPAL;REGION DEL BIOBIO;1;RATIFICADO;1ER. LLAMADO;704,95;690;788;748;625;605
12;13102;2014;FEMENINO;PARTICULAR SUBVENCIONADO;REGION DE LA ARAUCANIA;2;RATIFICADO;1ER. LLAMADO;689,6;671;702;674;705;724
